DeployID,Ptt,DepthSensor,Source,Instr,Date,Duration,Time Offset,Count,LocationQuality,Latitude,Longitude,BadTherm,NumBins,Partial,Depth1,Depth1Error,MinTemp1,MaxTemp1,%Ox1,Discont1,Depth2,Depth2Error,MinTemp2,MaxTemp2,%Ox2,Discont2,Depth3,Depth3Error,MinTemp3,MaxTemp3,%Ox3,Discont3,Depth4,Depth4Error,MinTemp4,MaxTemp4,%Ox4,Discont4,Depth5,Depth5Error,MinTemp5,MaxTemp5,%Ox5,Discont5,Depth6,Depth6Error,MinTemp6,MaxTemp6,%Ox6,Discont6,Depth7,Depth7Error,MinTemp7,MaxTemp7,%Ox7,Discont7,Depth8,Depth8Error,MinTemp8,MaxTemp8,%Ox8,Discont8,Depth9,Depth9Error,MinTemp9,MaxTemp9,%Ox9,Discont9,Depth10,Depth10Error,MinTemp10,MaxTemp10,%Ox10,Discont10,Depth11,Depth11Error,MinTemp11,MaxTemp11,%Ox11,Discont11,Depth12,Depth12Error,MinTemp12,MaxTemp12,%Ox12,Discont12,Depth13,Depth13Error,MinTemp13,MaxTemp13,%Ox13,Discont13,Depth14,Depth14Error,MinTemp14,MaxTemp14,%Ox14,Discont14,Depth15,Depth15Error,MinTemp15,MaxTemp15,%Ox15,Discont15,Depth16,Depth16Error,MinTemp16,MaxTemp16,%Ox16,Discont16,Depth17,Depth17Error,MinTemp17,MaxTemp17,%Ox17,Discont17,Depth18,Depth18Error,MinTemp18,MaxTemp18,%Ox18,Discont18,Depth19,Depth19Error,MinTemp19,MaxTemp19,%Ox19,Discont19,Depth20,Depth20Error,MinTemp20,MaxTemp20,%Ox20,Discont20,,,,,
Maggot,238963,0.500000,Transmission,UT,12:01:00 10-Nov-2024,16.7,1.00,1,,,, ,17,,5.00,0.00,13.575,13.625,,,10.00,0.00,13.475,13.525,,,15.00,0.00,13.475,13.525,,,20.00,0.00,13.475,13.525,,,25.00,0.00,13.475,13.525,,,30.00,0.00,13.475,13.525,,,35.00,0.00,13.475,13.525,,,40.00,0.00,13.475,13.525,,,45.00,0.00,13.475,13.525,,,50.00,0.00,13.475,13.525,,,55.00,0.00,13.475,13.525,,,60.00,0.00,13.475,13.525,,,65.00,0.00,13.475,13.525,,,70.00,0.00,13.475,13.525,,,75.00,0.00,13.475,13.525,,,80.00,0.00,13.475,13.525,,,85.00,0.00,13.475,13.525,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,09:02:00 13-Nov-2024,1.7,1.00,2,,,, ,3,,5.00,0.00,14.075,14.125,,,10.00,0.00,14.075,14.125,,,15.00,1.00,14.075,14.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,19:01:00 13-Nov-2024,1.7,1.00,1,,,, ,10,,5.00,0.00,14.475,14.525,,,10.00,0.00,14.475,14.525,,,15.00,0.00,14.475,14.525,,,20.00,0.00,14.475,14.525,,,25.00,0.00,14.475,14.525,,,30.00,0.00,14.475,14.525,,,35.00,0.00,14.475,14.525,,,40.00,0.00,14.475,14.525,,,45.00,0.00,14.475,14.525,,,50.00,0.00,14.475,14.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,20:01:00 13-Nov-2024,1.7,1.00,1,,,, ,10,,5.00,0.00,14.475,14.525,,,10.00,0.00,14.475,14.525,,,15.00,0.00,14.475,14.525,,,20.00,0.00,14.475,14.525,,,25.00,0.00,14.475,14.525,,,30.00,0.00,14.475,14.525,,,35.00,0.00,14.475,14.525,,,40.00,0.00,14.475,14.525,,,45.00,0.00,14.475,14.525,,,50.00,1.00,14.475,14.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,07:01:00 14-Nov-2024,1.7,1.00,2,,,, ,6,,5.00,0.00,14.175,14.225,,,10.00,0.00,14.175,14.225,,,15.00,0.00,14.175,14.225,,,20.00,0.00,14.175,14.225,,,25.00,0.00,14.175,14.225,,,30.00,1.00,14.125,14.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,08:01:00 14-Nov-2024,1.7,1.00,1,,,, ,3,,5.00,0.00,13.775,13.825,,,10.00,0.00,13.775,13.825,,,15.00,1.00,13.775,13.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,18:00:00 14-Nov-2024,1.7,1.00,1,,,, ,5,,5.00,0.00,14.175,14.225,,,10.00,0.00,14.225,14.275,,,15.00,1.00,14.175,14.225,,,20.00,0.00,14.125,14.175,,,25.00,0.00,14.125,14.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,07:02:00 15-Nov-2024,1.7,1.00,1,,,, ,3,,5.00,0.00,13.825,13.875,,,10.00,0.00,13.825,13.875,,,15.00,0.00,13.875,13.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,18:01:00 15-Nov-2024,1.7,1.00,1,,,, ,5,,5.00,0.00,14.125,14.175,,,10.00,0.00,14.125,14.175,,,15.00,0.00,14.125,14.175,,,20.00,0.00,14.175,14.225,,,25.00,0.00,14.175,14.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,06:00:00 16-Nov-2024,1.7,1.00,2,,,, ,2,,5.00,0.00,13.775,13.825,,,10.00,0.00,13.775,13.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,17:00:00 16-Nov-2024,1.7,1.00,1,,,, ,4,,5.00,0.00,13.825,13.875,,,10.00,0.00,13.825,13.875,,,15.00,0.00,13.875,13.925,,,20.00,0.00,13.875,13.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,04:37:00 17-Nov-2024,1.7,1.00,2,,,, ,3,,5.00,0.00,13.675,13.725,,,10.00,0.00,13.725,13.775,,,15.00,0.00,13.725,13.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,05:02:00 17-Nov-2024,1.7,1.00,1,,,, ,3,,5.00,0.00,13.725,13.775,,,10.00,0.00,13.725,13.775,,,15.00,0.00,13.725,13.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,14:59:00 17-Nov-2024,1.7,1.00,1,,,, ,5,,5.00,0.00,14.025,14.075,,,10.00,1.00,14.025,14.075,,,15.00,0.00,14.025,14.075,,,20.00,0.00,14.025,14.075,,,25.00,1.00,14.025,14.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,03:52:00 18-Nov-2024,1.7,1.00,1,,,, ,2,,5.00,0.00,13.475,13.525,,,10.00,0.00,13.475,13.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,14:00:00 18-Nov-2024,1.7,1.00,2,,,, ,4,,5.00,0.00,13.525,13.575,,,10.00,0.00,13.475,13.525,,,15.00,0.00,13.475,13.525,,,20.00,1.00,13.475,13.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,03:02:00 19-Nov-2024,1.7,1.00,1,,,, ,2,,5.00,0.00,13.875,13.925,,,10.00,0.00,13.875,13.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,13:44:00 19-Nov-2024,1.7,1.00,1,,,, ,6,,5.00,0.00,13.925,13.975,,,10.00,0.00,13.925,13.975,,,15.00,0.00,13.925,13.975,,,20.00,0.00,13.925,13.975,,,25.00,0.00,13.925,13.975,,,30.00,0.00,13.925,13.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,01:00:00 21-Nov-2024,1.7,1.00,2,,,, ,5,,5.00,0.00,13.925,13.975,,,10.00,0.00,13.925,13.975,,,15.00,0.00,13.925,13.975,,,20.00,0.00,13.925,13.975,,,25.00,0.00,13.925,13.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,23:10:00 21-Nov-2024,1.7,1.00,1,,,, ,3,,5.00,0.00,12.625,12.675,,,10.00,0.00,12.775,12.825,,,15.00,0.00,12.975,13.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,10:01:00 22-Nov-2024,1.7,1.00,1,,,, ,10,,5.00,0.00,13.575,13.625,,,10.00,0.00,13.575,13.625,,,15.00,0.00,13.625,13.675,,,20.00,0.00,13.575,13.625,,,25.00,0.00,13.575,13.625,,,30.00,0.00,13.575,13.625,,,35.00,0.00,13.575,13.625,,,40.00,0.00,13.575,13.625,,,45.00,0.00,13.575,13.625,,,50.00,0.00,13.575,13.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,11:00:00 22-Nov-2024,1.7,1.00,1,,,, ,11,,5.00,0.00,13.525,13.575,,,10.00,0.00,13.525,13.575,,,15.00,0.00,13.525,13.575,,,20.00,0.00,13.525,13.575,,,25.00,0.00,13.525,13.575,,,30.00,0.00,13.525,13.575,,,35.00,0.00,13.525,13.575,,,40.00,0.00,13.525,13.575,,,45.00,0.00,13.525,13.575,,,50.00,0.00,13.525,13.575,,,55.00,0.00,13.525,13.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,09:03:00 23-Nov-2024,16.7,1.00,1,,,, ,10,,5.00,0.00,13.575,13.625,,,10.00,0.00,13.575,13.625,,,15.00,0.00,13.575,13.625,,,20.00,0.00,13.575,13.625,,,25.00,0.00,13.575,13.625,,,30.00,0.00,13.575,13.625,,,35.00,0.00,13.575,13.625,,,40.00,0.00,13.575,13.625,,,45.00,0.00,13.575,13.625,,,50.00,0.00,13.575,13.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,10:02:00 23-Nov-2024,16.7,1.00,1,,,, ,8,,5.00,0.00,13.575,13.625,,,10.00,0.00,13.575,13.625,,,15.00,0.00,13.575,13.625,,,20.00,0.00,13.575,13.625,,,25.00,0.00,13.575,13.625,,,30.00,0.00,13.575,13.625,,,35.00,0.00,13.575,13.625,,,40.00,0.00,13.575,13.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,09:00:00 24-Nov-2024,1.7,1.00,1,,,, ,9,,5.00,0.00,13.775,13.825,,,10.00,0.00,13.775,13.825,,,15.00,0.00,13.775,13.825,,,20.00,0.00,13.775,13.825,,,25.00,0.00,13.775,13.825,,,30.00,0.00,13.775,13.825,,,35.00,0.00,13.775,13.825,,,40.00,0.00,13.775,13.825,,,45.00,0.00,13.775,13.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,20:59:00 24-Nov-2024,1.7,1.00,1,,,, ,2,,5.00,0.00,13.625,13.675,,,10.00,0.00,13.725,13.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,07:00:00 25-Nov-2024,16.7,1.00,2,,,, ,11,,5.00,0.00,13.525,13.575,,,10.00,0.00,13.575,13.625,,,15.00,0.00,13.575,13.625,,,20.00,0.00,13.575,13.625,,,25.00,0.00,13.575,13.625,,,30.00,0.00,13.575,13.625,,,35.00,0.00,13.525,13.575,,,40.00,0.00,13.525,13.575,,,45.00,0.00,13.525,13.575,,,50.00,0.00,13.525,13.575,,,55.00,0.00,13.525,13.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,19:54:00 25-Nov-2024,1.7,1.00,1,,,, ,4,,5.00,0.00,13.375,13.425,,,10.00,0.00,13.375,13.425,,,15.00,0.00,13.425,13.475,,,20.00,0.00,13.425,13.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,20:00:00 25-Nov-2024,1.7,1.00,1,,,, ,2,,5.00,0.00,13.425,13.475,,,10.00,0.00,13.425,13.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,07:01:00 26-Nov-2024,16.7,1.00,2,,,, ,10,,5.00,0.00,13.225,13.275,,,10.00,0.00,13.225,13.275,,,15.00,0.00,13.225,13.275,,,20.00,0.00,13.225,13.275,,,25.00,0.00,13.225,13.275,,,30.00,0.00,13.225,13.275,,,35.00,0.00,13.225,13.275,,,40.00,0.00,13.225,13.275,,,45.00,0.00,13.225,13.275,,,50.00,0.00,13.225,13.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,18:57:00 26-Nov-2024,1.7,1.00,1,,,, ,3,,5.00,0.00,13.325,13.375,,,10.00,0.00,13.325,13.375,,,15.00,0.00,13.375,13.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,19:00:00 26-Nov-2024,1.7,1.00,1,,,, ,4,,5.00,0.00,13.325,13.375,,,10.00,0.00,13.375,13.425,,,15.00,0.00,13.375,13.425,,,20.00,0.00,13.375,13.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,05:03:00 27-Nov-2024,16.7,1.00,1,,,, ,12,,5.00,0.00,13.375,13.425,,,10.00,0.00,13.425,13.475,,,15.00,0.00,13.375,13.425,,,20.00,0.00,13.375,13.425,,,25.00,0.00,13.375,13.425,,,30.00,0.00,13.425,13.475,,,35.00,0.00,13.425,13.475,,,40.00,0.00,13.425,13.475,,,45.00,0.00,13.425,13.475,,,50.00,0.00,13.425,13.475,,,55.00,0.00,13.425,13.475,,,60.00,0.00,13.425,13.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,18:01:00 27-Nov-2024,1.7,1.00,2,,,, ,5,,5.00,0.00,12.425,12.475,,,10.00,0.00,12.475,12.525,,,15.00,0.00,12.475,12.525,,,20.00,0.00,12.475,12.525,,,25.00,0.00,12.475,12.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,04:45:00 28-Nov-2024,1.7,1.00,2,,,, ,2,,5.00,0.00,12.275,12.325,,,10.00,0.00,12.275,12.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,16:00:00 28-Nov-2024,16.7,1.00,1,,,, ,8,,5.00,0.00,12.575,12.625,,,10.00,0.00,12.575,12.625,,,15.00,0.00,12.575,12.625,,,20.00,0.00,12.575,12.625,,,25.00,0.00,12.575,12.625,,,30.00,0.00,12.575,12.625,,,35.00,0.00,12.575,12.625,,,40.00,0.00,12.575,12.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggot,238963,0.500000,Transmission,UT,15:04:00 29-Nov-2024,16.7,1.00,2,,,, ,12,,5.00,0.00,13.225,13.275,,,10.00,0.00,13.225,13.275,,,15.00,0.00,13.225,13.275,,,20.00,0.00,13.225,13.275,,,25.00,0.00,13.225,13.275,,,30.00,0.00,13.225,13.275,,,35.00,0.00,13.225,13.275,,,40.00,0.00,13.225,13.275,,,45.00,0.00,13.225,13.275,,,50.00,0.00,13.225,13.275,,,55.00,0.00,13.225,13.275,,,60.00,0.00,13.225,13.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
